timestamp,student_id,student_name,age,height_cm,weight_kg,gender,zone,movement_type,amplitude_mean_dbm,amplitude_std_db,phase_mean_rad,phase_variance_rad,rssi_dbm,snr_db,noise_floor_dbm,num_subcarriers,bandwidth_mhz,subcarrier_values
2026-05-08T19:05:11,1,Pessoa #1,18,161,58,F,A,levantamento_bracos,22.41,1.32,3.1059,6.3058,12.41,117.41,-95,56,20,"23.7:3.1585,23.75:1.3622,21.13:1.1506,19.41:1.3926,21.69:5.7441,22.62:4.908,21.98:0.765,22.86:2.6265,20.54:3.0608,23.28:0.2695,19.82:3.1512,21.55:4.1713,22.32:0.3156,21.0:1.7866,22.67:4.9384,23.75:4.4408,20.25:4.4009,20.99:1.294,22.75:2.327,22.83:1.5103,23.46:4.3318,22.14:3.8057,22.82:4.7756,21.08:4.8604,22.1:1.5001,23.64:2.2503,24.72:3.3761,21.05:5.6516,21.98:1.3783,23.09:2.2862,25.28:4.9399,22.84:1.2545,21.57:5.7536,23.33:6.0824,22.18:5.0012,20.55:5.1163,22.69:6.258,23.93:2.2827,20.17:5.5661,22.62:0.7843,23.53:1.3854,22.98:3.3449,22.16:5.3952,24.57:0.7479,20.43:2.4739,22.87:2.3184,22.76:4.7159,21.2:0.1461,23.21:3.1575,21.53:3.7608,24.6:3.1895,21.18:3.1561,22.41:3.7291,24.64:5.335,23.88:1.0249,22.79:0.0211"
2026-05-08T19:05:15,1,Pessoa #1,18,161,58,F,B,parada,5.89,1.23,5.2871,0.4765,-4.11,100.89,-95,56,20,"4.59:4.6129,4.43:5.149,6.49:5.7504,5.91:5.8634,3.44:5.1242,7.51:5.0342,5.47:5.4633,6.92:5.3651,7.34:4.9548,7.5:5.6671,4.99:4.9365,6.26:5.3635,7.02:5.1917,5.85:5.1619,4.49:5.2668,6.62:5.8076,6.7:5.5496,4.55:5.5396,6.07:5.3039,6.25:5.2525,6.76:5.5924,6.37:5.3124,7.14:5.682,6.11:5.2727,6.17:5.07,3.94:5.1718,6.61:4.8802,4.87:5.3933,6.21:5.3716,6.45:5.2954,5.95:5.686,7.73:5.5444,4.68:5.2708,5.13:4.6386,5.29:5.5914,4.86:5.2904,7.74:5.1149,8.46:5.2024,5.87:4.7021,5.33:5.5189,3.87:5.1131,9.66:5.3496,4.84:5.4328,4.42:5.169,5.8:4.761,4.58:5.8003,4.45:5.5621,4.87:4.7778,4.38:5.2595,5.63:4.9928,5.12:5.3299,5.9:5.4323,7.19:5.4296,7.17:5.117,6.3:5.1713,5.61:5.4173"
2026-05-08T19:05:16,1,Pessoa #1,18,161,58,F,B,parada,6.03,1.28,5.0088,0.3412,-3.97,101.03,-95,56,20,"7.77:5.0492,7.03:4.9393,5.26:4.7897,5.29:5.4012,6.56:5.3352,6.05:5.1292,6.33:5.3615,4.76:4.7663,7.94:4.7357,5.84:5.2403,6.89:4.7993,7.07:4.971,7.26:4.7302,4.84:4.6157,7.3:5.5886,5.22:5.0394,3.75:5.0612,4.38:5.0065,5.79:5.2023,5.2:5.172,6.6:4.9529,6.98:4.9307,4.77:4.845,9.11:4.8348,7.27:5.4647,6.54:5.196,5.42:4.7927,4.33:5.0302,5.93:4.6119,4.93:5.4158,7.06:4.9384,4.08:4.9645,6.31:4.9369,7.38:5.1947,7.26:4.786,5.59:4.7221,2.83:4.6375,6.86:5.1939,7.62:5.1808,5.7:5.3218,5.84:5.1357,5.06:5.1087,3.34:4.5864,5.75:5.0113,4.85:5.162,5.32:5.0494,7.01:4.8543,5.69:5.1502,5.84:4.927,7.5:4.661,6.64:4.8734,7.5:4.947,7.66:5.2464,4.57:4.5891,7.43:4.857,4.7:5.4513"
2026-05-08T19:05:17,1,Pessoa #1,18,161,58,F,B,parada,5.27,1.33,4.5664,0.6476,-4.73,100.27,-95,56,20,"5.11:4.9301,6.78:5.9724,5.31:6.1301,4.26:4.8559,5.53:6.2127,5.03:5.8545,5.64:5.4736,5.93:5.8212,5.03:6.1729,5.2:0.2597,4.38:0.0274,4.78:5.8548,5.82:0.1739,6.63:5.9361,5.61:0.1419,5.26:5.3642,5.09:5.919,4.67:6.1838,6.8:5.8637,5.81:6.043,6.4:5.8716,6.02:5.379,5.35:6.2342,7.01:5.0252,6.31:6.0458,7.12:6.2693,3.91:6.1655,8.9:0.694,4.6:6.015,6.51:5.2788,5.09:5.8116,5.98:5.9588,4.79:5.783,4.42:5.5984,5.85:0.4803,3.14:5.8886,4.46:0.4331,4.66:5.4793,3.84:5.5184,7.22:5.3885,3.46:0.5592,6.06:0.0655,4.12:5.4851,4.4:6.0554,2.63:0.2113,4.71:5.7147,2.0:5.6772,3.39:5.0335,7.36:0.1181,2.37:6.2395,7.31:5.8551,5.83:5.9071,4.09:5.2294,4.51:5.8379,6.33:5.1581,6.25:0.0634"
2026-05-08T19:05:18,1,Pessoa #1,18,161,58,F,B,parada,6.94,1.37,5.4696,0.4235,-3.06,101.94,-95,56,20,"6.93:5.4132,5.48:5.9848,5.72:5.9125,9.49:6.0735,6.54:0.1252,8.56:5.5717,4.05:5.8441,8.15:5.7954,8.42:5.2356,7.22:5.9406,5.91:5.9015,7.46:5.3787,5.81:5.9489,7.26:5.3508,6.59:5.4576,6.15:0.0762,8.89:5.5204,6.56:5.7783,7.28:5.5558,8.72:5.881,7.18:5.3215,4.77:5.0687,6.09:5.5855,5.9:6.1247,4.1:6.0388,8.44:5.8884,7.57:5.5317,6.19:5.6872,5.61:5.5564,7.91:5.6847,6.8:5.4603,7.49:5.8448,7.35:5.6071,5.7:5.3536,8.19:5.5862,5.72:5.8173,5.0:6.0985,9.05:6.1328,8.03:5.789,5.36:5.2955,5.55:6.0173,7.27:5.9204,4.87:5.334,6.59:5.6233,8.89:5.5965,9.22:5.6764,7.78:5.7802,6.03:5.4052,6.45:5.1875,6.17:5.9363,7.55:5.7491,7.5:5.8112,9.32:5.5989,6.11:5.0248,9.54:5.5543,6.35:5.8625"
2026-05-08T19:05:19,1,Pessoa #1,18,161,58,F,B,parada,6.17,1.23,1.3797,-0.0318,-3.83,101.17,-95,56,20,"5.93:1.3923,6.37:1.3543,3.75:1.4029,6.67:1.3829,5.45:1.3875,6.13:1.4009,5.62:1.3862,6.83:1.4267,5.29:1.3964,7.15:1.4229,7.02:1.4124,7.38:1.4146,5.51:1.3738,8.35:1.3501,4.21:1.3863,6.18:1.3735,6.18:1.3433,9.93:1.3711,7.8:1.3227,6.32:1.3873,6.1:1.3879,8.33:1.3543,5.69:1.3669,4.84:1.3688,6.13:1.3914,8.14:1.3253,7.7:1.355,4.43:1.3992,5.91:1.4358,6.35:1.3549,5.57:1.3192,8.16:1.4151,6.49:1.4096,4.69:1.3438,7.29:1.3452,6.14:1.3586,6.25:1.3562,4.34:1.3973,5.06:1.3774,6.23:1.3623,4.51:1.3801,6.06:1.4119,5.01:1.3665,6.8:1.3386,7.11:1.3957,5.58:1.4169,4.98:1.3828,5.28:1.3625,4.93:1.3325,6.54:1.4156,8.58:1.369,5.96:1.4214,6.78:1.3957,4.56:1.4016,5.18:1.3727,6.0:1.3896"
2026-05-08T19:05:20,1,Pessoa #1,18,161,58,F,B,levantamento_bracos,11.36,1.63,3.1819,5.0565,1.36,106.36,-95,56,20,"15.06:0.7178,9.89:5.6803,8.77:5.2451,11.49:3.5397,9.95:0.8444,11.46:5.7464,13.43:2.7955,10.9:2.0017,13.29:0.2625,9.22:1.401,13.55:0.6401,13.42:0.5477,12.02:3.649,11.94:2.6682,10.01:5.9589,11.99:4.8043,9.17:4.5328,11.58:0.2583,7.94:6.1901,13.76:0.9512,10.82:4.1455,11.56:3.9944,11.15:0.9457,9.62:5.7086,11.28:2.7894,13.83:2.6683,13.92:5.6387,12.23:4.2728,11.24:4.7715,11.2:1.4214,13.17:2.1416,10.46:5.831,9.24:5.159,11.92:4.7615,9.14:4.4691,10.89:1.6984,11.71:0.8652,9.54:3.6624,11.31:4.4278,10.21:5.9755,8.91:2.3816,12.9:3.069,12.12:3.3124,10.34:6.136,10.82:3.5463,12.16:3.2002,10.42:5.4737,12.4:1.9037,12.04:2.6849,9.9:4.585,13.07:1.0585,13.77:0.3754,13.61:0.9903,8.01:0.8524,11.51:0.3223,11.15:4.5141"
2026-05-08T19:05:21,1,Pessoa #1,18,161,58,F,B,levantamento_bracos,16.19,1.53,3.4737,6.5233,6.19,111.19,-95,56,20,"14.2:5.7928,17.52:1.481,17.52:1.9498,17.96:2.364,18.98:6.1683,15.93:3.7874,18.52:0.1253,15.0:4.7,14.71:1.5981,17.88:4.3364,18.04:5.2483,14.11:1.1993,15.38:5.5542,18.64:4.7998,15.7:4.9546,16.38:2.2273,20.33:0.8955,15.87:4.9976,15.84:3.0467,13.57:5.2116,13.33:3.0994,17.36:5.0681,15.43:5.7523,17.59:2.9281,14.11:3.4181,15.63:5.6609,14.85:4.5144,16.11:4.7718,17.1:1.1034,13.48:4.2123,16.68:4.2638,14.44:1.6327,16.08:4.2451,15.79:1.5136,15.8:2.9158,14.71:2.7615,16.95:2.2694,15.8:5.2225,15.16:1.869,17.35:2.5402,16.05:0.2727,15.5:3.1411,17.13:5.6734,16.42:4.5462,17.14:3.0227,15.23:4.8367,15.5:2.0031,14.5:2.2937,14.9:5.0304,17.54:4.0882,17.78:4.4743,17.81:1.7608,15.96:3.9761,16.17:5.046,14.24:0.0238,18.75:4.1398"
2026-05-08T19:05:22,1,Pessoa #1,18,161,58,F,B,levantamento_bracos,15.42,1.27,3.2255,5.5094,5.42,110.42,-95,56,20,"16.5:2.7978,14.68:3.1538,16.96:5.335,15.35:2.7224,15.22:1.8834,16.76:1.1819,16.51:4.9077,14.04:0.5381,14.94:3.013,13.14:0.628,16.46:5.9841,15.41:3.5635,15.9:2.5065,15.97:5.6202,15.36:4.1263,16.73:0.3935,14.58:2.0357,16.73:2.9596,16.14:3.3568,15.39:5.8426,14.3:0.0188,17.44:4.5157,14.38:5.0864,14.45:5.1609,14.79:4.8195,13.81:5.1263,16.02:2.9369,17.58:2.0761,14.79:2.8924,14.21:6.1291,14.58:0.7427,14.77:2.3304,15.31:3.627,13.66:0.4869,15.18:4.8849,15.12:0.1532,19.22:1.1531,14.91:4.3696,15.25:4.3162,16.49:1.3423,14.95:5.7387,16.22:3.5069,16.21:3.3009,13.91:2.783,12.33:2.6029,13.06:4.3688,15.8:3.3602,16.32:1.5473,16.27:1.9558,17.23:5.8805,16.52:4.4575,16.96:5.6732,14.35:0.0556,15.79:0.8068,13.49:5.9662,15.21:3.9074"
2026-05-08T19:05:24,1,Pessoa #1,18,161,58,F,B,levantamento_bracos,16.66,1.23,3.0216,4.8029,6.66,111.66,-95,56,20,"16.53:4.2944,19.03:2.8773,15.05:0.0047,13.57:4.4156,15.62:2.5299,16.63:3.202,15.04:6.2361,18.01:1.0589,13.55:4.7747,17.69:4.3438,18.26:4.1482,17.57:5.1825,16.91:5.4039,16.55:2.5683,19.84:5.8111,17.79:5.5477,16.87:5.8302,16.8:1.7636,17.65:5.9935,17.05:1.6379,17.17:0.5057,16.21:4.5957,16.73:5.9424,18.02:6.2808,17.04:4.4908,14.75:2.1507,15.5:0.6028,17.27:0.9551,17.77:3.813,16.04:0.4284,17.47:1.3676,17.3:1.7551,16.25:3.1016,16.04:0.566,16.69:2.7664,16.34:0.2813,18.19:1.0231,17.45:3.7014,18.09:3.041,16.81:6.1783,17.16:3.0488,16.24:3.6652,13.73:0.9874,17.05:4.8922,16.53:3.0288,18.25:0.9266,15.74:3.1464,16.29:1.3838,17.54:2.457,15.36:2.72,16.4:0.5989,15.37:4.5256,15.91:4.3205,15.96:0.8919,16.59:1.0348,15.9:0.4103"
2026-05-08T19:05:25,1,Pessoa #1,18,161,58,F,B,levantamento_bracos,13.59,1.49,3.0742,4.7581,3.59,108.59,-95,56,20,"13.22:2.6109,14.19:4.1293,14.49:3.7661,12.17:1.6141,13.67:6.127,14.36:1.0986,11.97:1.0706,15.35:1.0099,16.4:3.7027,13.98:0.1419,13.62:1.3153,13.63:2.5639,13.28:4.4609,11.23:5.8785,14.56:6.0199,15.11:2.5679,13.33:3.4514,12.86:3.707,11.22:5.3003,12.09:4.0457,11.43:0.1131,14.27:3.1235,16.82:0.6766,14.02:3.7496,16.5:0.3902,11.98:5.1859,13.19:4.7814,13.48:4.0525,13.06:3.9296,13.26:0.4729,14.31:1.5941,14.61:4.7135,12.45:2.9963,14.49:2.517,11.6:3.5003,14.36:6.1207,14.07:2.3882,13.24:0.1705,15.78:1.0216,12.99:2.4126,11.91:3.2934,11.86:1.3771,11.76:4.2656,11.87:0.3508,14.81:2.2791,12.33:5.3523,12.85:5.0148,16.23:2.5263,16.31:1.7645,14.06:2.219,12.37:4.4875,13.68:4.3755,16.16:4.5629,10.6:5.0562,13.57:5.843,14.25:0.8927"
2026-05-08T19:05:26,1,Pessoa #1,18,161,58,F,B,levantamento_bracos,15.41,1.41,3.0843,7.6628,5.41,110.41,-95,56,20,"13.94:0.4371,13.55:0.9114,11.89:3.2651,15.62:5.5488,14.3:3.6549,13.7:4.6905,16.43:3.4399,14.86:2.1872,14.7:0.6779,15.27:2.1456,14.77:4.8937,12.57:2.3882,15.4:0.9493,15.06:3.3961,15.58:2.2016,16.68:5.833,13.14:4.7474,15.47:3.0445,15.11:5.4569,14.88:5.9324,15.64:6.2458,16.74:2.2008,16.44:5.8857,18.61:3.2056,14.48:1.2532,15.11:1.0984,16.14:2.9196,15.84:2.6412,14.05:3.7866,15.72:6.0775,15.85:5.5864,17.47:1.4178,14.24:0.3621,13.34:0.7045,17.23:1.7347,17.56:0.9272,16.9:2.1103,18.19:3.7854,13.36:5.622,16.04:2.7548,17.06:3.3492,17.63:1.7748,14.38:2.8244,14.37:2.9586,15.52:2.7668,16.26:0.3582,13.63:3.8937,16.26:0.5915,15.27:2.3724,16.36:1.5406,15.64:4.905,16.73:2.7878,16.73:3.4134,13.84:5.0769,15.39:2.5732,16.26:5.4112"
2026-05-08T19:05:30,1,Pessoa #1,18,161,58,F,C,parada,2.2,1.47,4.2975,0.5749,-7.8,97.2,-95,56,20,"2.12:3.5043,1.77:3.951,0.73:3.822,3.59:4.5893,2.71:4.7716,-0.4:5.1395,3.5:4.2232,-0.08:4.7053,5.05:4.1517,4.34:3.8448,5.07:4.7328,3.81:4.0506,3.64:3.6804,2.35:3.9302,3.94:4.0634,3.16:3.8857,2.69:4.4125,3.9:4.2826,0.93:4.2024,0.44:3.4698,3.63:4.4593,4.37:4.4004,1.29:5.0114,0.74:4.5985,3.03:5.0659,1.91:3.8596,2.81:3.9323,3.08:4.4265,1.26:3.9618,1.32:4.7788,0.78:3.8299,2.06:3.8469,1.31:4.2331,1.09:3.8733,2.34:4.1269,1.39:4.6827,3.32:4.5091,4.15:4.0475,4.06:4.7648,0.7:4.8114,4.06:4.6446,2.06:4.0339,1.19:5.3313,2.42:4.3212,-0.52:3.8257,0.95:4.7313,2.05:4.8045,-0.5:4.1154,4.28:4.1834,2.96:3.9537,0.08:4.4311,1.83:4.0792,0.42:4.3501,1.64:4.4313,1.42:4.7,0.88:4.0916"
2026-05-08T19:05:31,1,Pessoa #1,18,161,58,F,C,parada,5.71,1.39,1.6221,0.7287,-4.29,100.71,-95,56,20,"7.85:1.2461,6.08:2.0225,6.26:0.6299,5.44:1.2423,6.89:1.5699,6.34:1.5654,4.06:2.012,6.13:2.2475,6.24:1.4968,6.52:2.5798,6.54:2.6036,8.11:1.9523,2.99:1.8699,4.99:1.5576,4.37:1.016,2.52:2.2199,5.86:2.1442,6.48:1.6079,5.89:1.4155,5.58:1.212,6.12:1.7146,3.94:0.624,4.01:1.8034,5.9:1.9769,7.69:1.6475,7.65:0.8663,6.38:1.3939,6.62:0.4133,4.64:0.8141,6.19:1.6369,4.53:0.6319,4.25:2.2814,4.67:2.3171,6.17:1.7015,8.08:1.6491,6.35:1.5851,6.15:1.9721,6.58:2.0063,5.36:2.3985,3.58:1.9631,7.16:1.7435,6.02:1.5898,5.17:0.6631,1.86:1.9711,4.79:1.3931,4.57:2.1046,5.65:1.5292,6.24:2.2952,6.46:1.6248,7.55:1.8622,4.95:1.7455,3.74:0.5106,4.66:1.4687,7.97:1.4483,7.46:1.0353,5.55:2.2421"
