timestamp,student_id,student_name,age,height_cm,weight_kg,gender,zone,movement_type,amplitude_dbm,intensity_percent,phase_variance,subcarrier_count,rssi_dbm,noise_floor_dbm,subcarrier_values
2026-05-07T19:30:11,1,Pessoa #1,33,155,64,M,A,levantamento_bracos,420.99,77.34,16.9,56,-40,-95.0,[42 20] [-4 38] [38 29] [-30 33] [37 -22] [42 9] [-14 -45] [-11 -37] [-18 -30] [-33 19] [-34 22] [35 30] [-14 -36] [-31 -26] [-34 -13] [0 38] [7 46] [-38 23] [-32 29] [-2 -41] [43 10] [-9 52] [-35 -26] [-31 -26] [38 -7] [45 0] [-34 23] [-37 13] [-36 21] [-40 -18] [40 -19] [7 -46] [14 44] [-36 16] [48 4] [16 32] [-43 4] [14 40] [39 -16] [-34 -8] [-42 4] [3 -48] [-37 -18] [6 32] [-34 18] [-16 -36] [15 -38] [30 -21] [8 33] [-33 13] [24 -30] [-14 46] [-13 -41] [-9 37] [35 -10] [-20 35]
2026-05-07T19:30:20,1,Pessoa #1,33,155,64,M,B,parada,350.85,42.1,8.85,56,-45,-95.0,[-23 29] [19 25] [-14 28] [20 -35] [-28 -19] [-35 -14] [1 -29] [-30 2] [21 26] [-31 6] [-29 12] [-20 28] [-35 10] [-30 12] [13 -33] [-36 -3] [31 13] [-20 33] [-28 16] [2 32] [10 35] [-31 7] [-14 27] [31 -19] [-32 13] [-1 33] [0 -36] [22 -28] [-8 37] [11 34] [-31 19] [31 10] [-26 2] [-33 18] [31 16] [23 -21] [18 -33] [-25 -23] [-36 8] [-32 -7] [-24 -25] [-3 36] [1 38] [0 -38] [9 32] [-1 35] [-35 -5] [-10 39] [1 34] [-2 33] [-5 36] [-22 25] [5 32] [33 0] [17 -30] [-15 -30]
2026-05-07T19:30:21,1,Pessoa #1,33,155,64,M,B,parada,361.89,41.95,7.57,56,-45,-95.0,[-22 -10] [-13 -28] [10 -29] [13 -39] [-13 -31] [-29 14] [-41 3] [-6 -34] [28 15] [-18 33] [30 -8] [-21 26] [36 4] [11 33] [23 -21] [16 -30] [-9 34] [-28 21] [19 -36] [31 -10] [-33 12] [29 26] [0 -35] [-4 34] [-34 -5] [33 -23] [-5 32] [31 5] [40 7] [16 -29] [-7 39] [33 -12] [25 -29] [-8 27] [29 -26] [37 3] [29 -18] [-25 -9] [-18 -37] [-27 -23] [35 12] [-1 35] [39 -13] [33 3] [16 30] [-25 -23] [-29 -16] [-11 -35] [-21 -25] [28 -24] [-5 35] [40 7] [-29 19] [36 -2] [-13 -32] [16 32]
2026-05-07T19:30:22,1,Pessoa #1,33,155,64,M,B,parada,381.53,44.5,6.92,56,-45,-95.0,[-44 17] [-33 -14] [-15 30] [-20 -32] [34 7] [10 37] [-15 -34] [36 -11] [-29 -22] [-39 2] [8 34] [34 11] [-29 -24] [36 7] [21 27] [-3 -36] [39 16] [-17 36] [-31 -5] [-27 35] [38 -10] [33 -17] [0 -38] [-37 1] [-12 -30] [28 -25] [-28 -34] [42 17] [-42 -4] [42 -7] [13 33] [9 35] [21 -34] [8 -44] [-17 26] [2 36] [-25 22] [31 -26] [15 -31] [-42 -8] [-37 3] [22 26] [-14 -39] [-36 11] [-24 -23] [-38 7] [-21 40] [-5 -30] [-11 41] [30 -22] [22 -28] [-13 -28] [-7 39] [30 7] [-29 -16] [-29 -14]
2026-05-07T19:30:23,1,Pessoa #1,33,155,64,M,B,parada,364.64,41.3,8.86,56,-45,-95.0,[17 -33] [0 -34] [-32 6] [18 -29] [-14 22] [3 36] [3 32] [27 -20] [43 11] [-4 40] [14 -25] [31 19] [-14 -35] [2 -33] [-15 35] [-21 -23] [23 33] [32 24] [33 -8] [11 -30] [29 -11] [-36 5] [-31 15] [-38 -8] [37 7] [-8 29] [-33 12] [0 -30] [-42 3] [29 -17] [30 11] [-16 33] [5 31] [-32 1] [27 -24] [30 25] [21 38] [17 -31] [34 0] [0 -36] [-24 25] [19 -31] [-27 -22] [-32 -6] [17 -34] [12 33] [-3 -36] [26 24] [-38 14] [-31 -5] [9 -37] [17 -23] [-8 -35] [32 -20] [-35 7] [32 17]
2026-05-07T19:30:24,1,Pessoa #1,33,155,64,M,B,parada,389.13,45.24,6.27,56,-45,-95.0,[-33 13] [-40 -5] [-34 -8] [-29 -30] [-8 -39] [-14 29] [27 33] [22 -29] [-25 0] [-17 28] [18 -30] [35 5] [-16 -38] [32 -19] [-19 -35] [40 -5] [30 -31] [17 -28] [-40 10] [19 37] [35 19] [-23 -35] [-33 8] [23 -38] [-42 15] [-25 27] [24 19] [-30 25] [-25 -24] [36 -3] [36 8] [41 -7] [6 36] [-44 4] [-36 -16] [30 25] [13 33] [-3 -37] [-28 -30] [-22 33] [7 -29] [37 1] [9 -33] [36 -4] [26 25] [1 40] [26 -25] [-44 -2] [0 -38] [-35 -1] [-34 6] [39 12] [-32 -25] [-15 32] [3 -42] [31 18]
2026-05-07T19:30:25,1,Pessoa #1,33,155,64,M,B,levantamento_bracos,454.37,88.31,18.67,56,-45,-95.0,[41 -22] [-26 43] [-13 -46] [32 -26] [-11 -42] [11 -35] [-10 43] [28 25] [-39 -23] [-37 34] [14 44] [7 -36] [-22 45] [39 24] [-16 45] [-8 -39] [48 1] [0 38] [32 -38] [-6 46] [-41 -16] [-41 -16] [23 -40] [-43 -31] [36 -35] [-37 -28] [23 -44] [33 -13] [-42 -8] [35 -23] [41 -21] [-6 46] [9 46] [-45 6] [43 12] [-7 -40] [-48 2] [-13 -36] [11 56] [-41 -17] [-12 41] [44 11] [-42 32] [-40 -28] [27 -30] [42 -26] [46 5] [-39 19] [-48 -8] [-12 42] [39 -11] [-6 -51] [40 14] [7 -42] [17 -36] [-34 -13]
2026-05-07T19:30:26,1,Pessoa #1,33,155,64,M,B,levantamento_bracos,442.61,83.76,14.48,56,-45,-95.0,[-3 39] [-32 -32] [-14 43] [-43 6] [6 -43] [-31 23] [43 -4] [29 -43] [26 26] [-26 24] [50 0] [-11 45] [-45 11] [-42 -18] [-40 -26] [-43 18] [30 -23] [-9 34] [-18 -37] [-26 -33] [9 41] [-46 -6] [-17 41] [-38 -5] [-13 37] [37 -17] [10 -39] [45 11] [28 35] [53 6] [26 -28] [44 -9] [33 -26] [42 9] [-1 37] [24 33] [-46 9] [34 23] [-26 48] [37 2] [40 10] [0 35] [27 42] [41 14] [-34 -23] [27 -39] [26 -33] [-34 21] [32 -30] [-46 -13] [38 4] [-27 32] [9 41] [-27 25] [-45 9] [45 -2]
2026-05-07T19:30:27,1,Pessoa #1,33,155,64,M,B,levantamento_bracos,442.82,88.38,18.04,56,-45,-95.0,[-40 28] [27 -37] [41 -17] [33 -29] [37 -4] [42 22] [7 -41] [-17 39] [35 32] [-11 42] [33 35] [47 -3] [-39 17] [27 -36] [-31 -42] [-42 -28] [14 -43] [41 23] [-22 -34] [-45 -5] [-43 -16] [1 -42] [9 -39] [-20 44] [-44 -2] [43 -26] [3 -40] [37 6] [27 -47] [-47 29] [-15 46] [34 -29] [27 -41] [-35 22] [-1 40] [22 42] [-33 -33] [38 5] [-28 -33] [4 -45] [18 -41] [1 41] [-31 33] [34 -19] [37 28] [38 30] [6 -50] [2 41] [0 47] [27 36] [32 -28] [31 -31] [41 17] [20 -42] [28 43] [-36 -13]
2026-05-07T19:30:29,1,Pessoa #1,33,155,64,M,B,levantamento_bracos,452.56,81.88,18.4,56,-45,-95.0,[0 -42] [23 42] [53 -8] [23 41] [21 -39] [-5 43] [9 47] [-46 25] [32 32] [20 -38] [-48 -13] [-40 20] [4 -44] [35 42] [39 15] [-35 -17] [-39 9] [-39 -23] [-49 7] [32 -31] [-21 40] [41 -4] [-35 7] [-15 -34] [-39 27] [46 -2] [-33 25] [-41 -23] [19 -40] [4 50] [28 22] [40 14] [15 -39] [41 16] [29 38] [-35 -22] [29 41] [-42 10] [12 -47] [-48 -8] [-43 -8] [41 -13] [-50 -12] [-44 -2] [31 -21] [18 -51] [33 35] [-36 21] [-38 13] [-1 44] [-11 -38] [-28 -37] [-14 45] [30 -28] [-28 24] [-26 -50]
2026-05-07T19:30:30,1,Pessoa #1,33,155,64,M,B,levantamento_bracos,472.86,95.48,14.35,56,-45,-95.0,[-36 -19] [50 1] [-5 -44] [41 -44] [-49 -12] [36 -22] [21 40] [-28 -38] [-19 42] [9 42] [8 45] [-50 -10] [-22 38] [-8 46] [-45 8] [52 -14] [44 16] [-23 -39] [-13 46] [-40 -18] [15 37] [19 44] [4 48] [-33 -27] [37 23] [-42 -18] [-22 -35] [43 10] [47 -11] [-34 24] [18 43] [42 -1] [-27 28] [-12 46] [51 -20] [27 36] [-39 -27] [-40 -24] [39 30] [-27 -25] [-35 26] [-38 34] [-34 -32] [30 45] [-45 5] [34 19] [36 19] [-12 -44] [15 41] [-48 3] [-12 -46] [14 46] [-47 -22] [13 43] [27 -38] [2 -46]
2026-05-07T19:30:31,1,Pessoa #1,33,155,64,M,B,levantamento_bracos,457.47,91.49,13.21,56,-45,-95.0,[41 5] [39 22] [-19 -33] [-18 38] [39 2] [2 -48] [4 45] [-41 22] [0 38] [-10 40] [46 -7] [-9 40] [46 -30] [-44 -7] [44 -19] [26 -39] [0 38] [-16 44] [-5 48] [36 -30] [18 44] [-24 31] [47 -8] [17 -43] [42 17] [30 -30] [21 -33] [-24 39] [25 42] [23 -36] [4 -50] [39 -6] [36 8] [29 40] [21 47] [-17 38] [49 15] [35 25] [43 21] [34 34] [45 -23] [0 -50] [18 40] [9 46] [38 21] [37 -15] [26 37] [47 8] [-32 -36] [-47 -13] [17 -38] [9 54] [40 -23] [-38 -19] [4 -45] [15 -42]
2026-05-07T19:30:40,1,Pessoa #1,33,155,64,M,C,parada,394.04,59.75,9.88,56,-50,-95.0,[5 -41] [27 -30] [-39 -19] [12 39] [-22 -33] [31 3] [-37 0] [-31 -26] [36 10] [39 -12] [18 -38] [-6 -40] [30 -26] [35 -7] [-28 -33] [-27 32] [5 38] [28 -22] [-29 14] [6 38] [-36 20] [-30 -28] [-21 26] [36 -8] [8 29] [11 -44] [-38 0] [-36 11] [41 -1] [45 -10] [-4 40] [-28 -31] [5 -36] [22 34] [35 26] [34 23] [-8 -33] [41 -17] [5 41] [3 -34] [20 -32] [21 38] [-25 21] [22 31] [-26 -36] [37 -14] [-29 -34] [-26 -29] [38 15] [4 -47] [-35 -10] [-19 29] [29 21] [-42 -4] [21 -27] [30 -15]
2026-05-07T19:30:41,1,Pessoa #1,33,155,64,M,C,parada,389.68,60.59,9.09,56,-50,-95.0,[-29 25] [-3 37] [-39 -9] [30 25] [8 32] [-1 -31] [23 33] [37 -19] [-22 24] [-24 18] [-34 -10] [36 25] [-32 -32] [38 4] [-17 -35] [-14 -38] [34 4] [41 4] [41 1] [14 32] [-24 -26] [32 -15] [-2 39] [23 -37] [-1 -41] [-11 32] [-27 -25] [-39 -7] [-8 40] [-30 -32] [-33 8] [-27 22] [34 -22] [-17 32] [27 -28] [33 18] [0 -36] [8 -34] [0 36] [26 -33] [-20 37] [-38 0] [-16 35] [-36 -18] [-3 -39] [15 -35] [-20 -31] [19 -29] [21 -34] [24 -30] [17 -32] [39 2] [-39 -10] [22 -21] [-10 32] [30 24]
2026-05-07T19:30:42,1,Pessoa #1,33,155,64,M,C,parada,414.64,52.94,8.49,56,-50,-95.0,[-38 -11] [-32 23] [31 -25] [-32 -7] [-34 -29] [-36 10] [-48 -5] [18 -41] [35 -12] [24 27] [-24 29] [28 28] [-18 -44] [40 -10] [-21 -28] [27 -28] [-11 -39] [-31 23] [1 33] [-40 5] [32 -22] [-25 35] [-10 -39] [-28 -24] [-25 31] [40 0] [-36 -6] [-2 45] [-17 -32] [8 -37] [-13 45] [-30 34] [-21 -24] [17 31] [31 -24] [26 35] [-4 39] [42 -6] [34 -13] [-32 -25] [34 -28] [37 -17] [34 5] [10 37] [-27 -30] [-30 40] [21 -36] [8 -40] [17 46] [-3 37] [7 43] [36 -20] [36 20] [-37 -24] [-41 13] [-27 27]
2026-05-07T19:30:43,1,Pessoa #1,33,155,64,M,C,parada,400.09,65.37,8.21,56,-50,-95.0,[-34 3] [12 -30] [-35 -13] [-4 39] [38 -11] [33 -15] [23 21] [19 -33] [7 37] [26 -16] [-30 -30] [-5 32] [46 4] [44 -9] [-12 -39] [8 36] [-23 34] [-37 4] [-41 4] [-35 0] [-33 26] [37 7] [26 20] [-44 19] [-2 -37] [-12 -29] [-40 -5] [-11 -33] [-33 24] [31 17] [-5 39] [-2 44] [33 23] [28 5] [41 21] [3 38] [-32 25] [11 -39] [36 -4] [-30 43] [22 20] [-16 34] [-36 -23] [-15 -34] [-32 -13] [-38 -21] [37 18] [-6 35] [28 32] [-49 11] [37 16] [-23 29] [-38 -4] [-33 28] [-27 -15] [-22 -30]
2026-05-07T19:30:44,1,Pessoa #1,33,155,64,M,C,parada,410.47,57.3,9.73,56,-50,-95.0,[39 -8] [31 -27] [-13 35] [25 32] [9 -33] [27 -34] [27 -27] [-9 -43] [12 43] [-20 31] [10 -33] [-36 -22] [5 41] [-14 -35] [-40 -8] [19 31] [36 21] [10 -32] [2 -34] [9 41] [-33 -16] [4 -43] [10 -37] [13 -38] [-13 -37] [-15 -38] [35 -15] [-41 9] [40 -7] [-28 26] [39 -10] [9 45] [40 15] [-32 32] [-25 33] [-18 33] [39 -8] [-18 37] [17 -48] [9 33] [-7 43] [11 43] [-35 11] [2 -36] [-41 9] [-39 -12] [-28 -14] [32 27] [32 13] [7 43] [-11 36] [-2 -41] [-32 -25] [-35 26] [21 -35] [28 -28]
2026-05-07T19:30:45,1,Pessoa #1,33,155,64,M,C,levantamento_bracos,488.91,93.44,20.56,56,-50,-95.0,[-28 -35] [-52 0] [-33 34] [11 -48] [43 14] [46 -7] [35 -44] [-52 0] [41 -27] [26 36] [52 -3] [17 -51] [-45 25] [-46 0] [-56 18] [-48 -20] [26 -41] [40 -35] [17 -52] [-25 -37] [34 35] [-36 33] [-46 0] [25 -36] [43 -24] [-50 9] [39 20] [-19 47] [24 -33] [7 -45] [-49 14] [5 -55] [34 34] [32 -41] [0 56] [11 -57] [-2 53] [48 2] [-38 -27] [-7 51] [37 -30] [10 -48] [-2 -50] [-9 -45] [-47 -15] [-37 -37] [-10 -48] [-29 44] [-25 38] [49 6] [-29 31] [34 -19] [22 47] [-3 -52] [-54 -15] [-1 -42]
2026-05-07T19:30:46,1,Pessoa #1,33,155,64,M,C,levantamento_bracos,497.59,104.65,17.93,56,-50,-95.0,[-24 37] [43 8] [-43 34] [36 -25] [14 -39] [-32 38] [-50 1] [-26 -43] [-59 15] [-46 17] [40 52] [44 -6] [42 -16] [49 7] [44 34] [-13 42] [-41 -36] [-35 -29] [50 2] [35 34] [21 43] [-8 -48] [0 -50] [16 -38] [-52 -6] [17 -41] [18 45] [-23 52] [-43 -10] [-48 -11] [39 8] [33 42] [-30 38] [-3 47] [50 14] [3 46] [49 -4] [-43 -25] [46 24] [-40 -35] [13 -52] [-46 25] [2 -51] [44 23] [-48 30] [-16 51] [-52 -14] [35 36] [46 -17] [-51 -11] [-10 -42] [-24 38] [52 -6] [-10 -49] [28 -36] [-32 42]
2026-05-07T19:30:47,1,Pessoa #1,33,155,64,M,C,levantamento_bracos,504.8,85.16,19.66,56,-50,-95.0,[-45 31] [-54 14] [6 47] [-47 -14] [-27 -38] [-12 38] [41 38] [-13 47] [-5 -50] [13 46] [37 30] [43 -13] [-6 -45] [5 -44] [22 -48] [-21 46] [23 47] [31 33] [45 -21] [-1 43] [38 -33] [18 55] [23 43] [26 43] [30 -47] [-56 -15] [12 51] [-48 -18] [18 39] [-48 -29] [1 -43] [47 13] [-56 -3] [1 -51] [7 -44] [6 -38] [-8 49] [-38 30] [-22 -45] [2 -48] [-27 -29] [-30 -34] [43 14] [-1 42] [13 -48] [25 -41] [15 48] [22 -44] [30 -31] [-47 17] [-6 52] [-45 -10] [-5 -54] [-53 9] [47 -13] [0 -39]
2026-05-07T19:30:49,1,Pessoa #1,33,155,64,M,C,levantamento_bracos,474.34,99.07,13.84,56,-50,-95.0,[-47 9] [13 -39] [-35 14] [-50 -25] [3 38] [-2 51] [12 -50] [46 9] [37 -5] [-23 43] [-20 36] [49 5] [43 2] [35 -31] [-9 49] [24 -43] [-28 41] [-40 -7] [9 -52] [-3 -40] [23 -37] [39 -4] [-14 37] [-8 36] [-32 22] [36 -33] [9 -49] [-21 48] [-30 22] [-41 -18] [-17 -34] [32 -38] [-12 -43] [27 42] [-47 -4] [-46 -10] [26 39] [-45 1] [-24 43] [23 34] [5 41] [-23 -32] [42 -7] [29 -37] [17 -45] [-18 43] [-37 -22] [30 31] [-53 -4] [43 -20] [48 -23] [-37 -26] [44 -5] [-42 12] [33 -28] [22 41]
2026-05-07T19:30:50,1,Pessoa #1,33,155,64,M,C,levantamento_bracos,468.38,90.29,22.89,56,-50,-95.0,[44 -8] [-44 24] [-35 30] [46 1] [-40 18] [32 25] [5 43] [30 29] [-38 -30] [50 -10] [-17 41] [-20 -35] [43 23] [-41 21] [-43 -11] [5 -43] [0 -43] [13 43] [13 39] [-44 11] [39 22] [5 47] [34 -31] [-46 0] [-17 -45] [12 47] [-1 -39] [4 46] [-38 -16] [33 29] [-38 -7] [40 -7] [38 7] [43 9] [-34 -27] [-8 44] [27 -35] [45 2] [42 15] [8 -48] [40 -2] [-5 52] [0 39] [15 -40] [-26 -39] [40 -26] [-29 -34] [44 -31] [30 -39] [42 -15] [13 55] [29 20] [1 51] [16 50] [-45 -22] [36 18]
2026-05-07T19:30:51,1,Pessoa #1,33,155,64,M,C,levantamento_bracos,481.88,87.09,18.46,56,-50,-95.0,[50 -10] [29 -28] [-28 -50] [4 41] [18 37] [44 -4] [-19 -49] [-22 32] [-2 47] [-13 -42] [34 28] [-37 30] [-15 -47] [-14 -41] [-43 -7] [-42 22] [-43 2] [-48 16] [28 -28] [1 -49] [-32 23] [18 -50] [18 49] [24 -42] [40 10] [41 -26] [-12 46] [-8 41] [-47 -20] [19 39] [39 -33] [-15 37] [42 32] [32 -35] [-48 -10] [33 -14] [-27 -33] [23 -42] [-58 3] [40 22] [-39 -21] [20 -37] [-46 31] [-42 -37] [-29 -33] [-14 -45] [12 48] [-56 7] [17 38] [-19 -40] [33 -23] [-44 36] [47 -2] [-30 32] [37 -29] [51 -19]
2026-05-07T19:31:00,1,Pessoa #1,33,155,64,M,D,parada,437.48,76.79,10.41,56,-55,-95.0,[46 -19] [31 32] [29 26] [-14 39] [42 21] [40 -6] [27 -41] [35 -21] [-24 -34] [15 40] [19 -36] [18 34] [37 16] [51 -6] [-29 24] [-14 46] [39 -4] [-37 17] [-41 20] [-31 31] [18 -39] [-38 23] [19 -32] [0 -49] [33 38] [-32 -26] [-43 7] [33 23] [37 -13] [0 37] [-14 -32] [45 3] [0 40] [9 -41] [-9 42] [2 43] [-9 43] [38 -23] [25 -38] [17 47] [-28 -31] [-5 46] [-32 26] [-30 34] [44 0] [-47 -17] [5 42] [-19 32] [-33 -29] [-24 41] [-16 32] [45 8] [30 36] [42 -28] [-31 20] [28 28]
